annual_income,funded_amount,loan_success,term_months
52000.0,11675,1,36
45000.0,14000,1,60
80000.0,28000,0,36
115000.0,20000,1,36
29328.0,10000,1,36
60000.0,16000,1,36
70000.0,6000,1,36
60000.0,9000,1,36
135000.0,20000,1,36
39000.0,12000,0,36
71800.0,13075,0,60
28000.0,9450,1,36
72000.0,4400,0,36
81891.0,6500,1,36
60000.0,10775,1,36
50000.0,22000,1,60
61000.0,10000,1,36
61252.0,15000,1,36
121891.0,20000,1,60
52000.0,22750,1,60
70000.0,19400,0,60
56100.0,19650,1,36
90000.0,15000,1,36
45000.0,14000,1,36
60000.0,15000,1,36
28404.0,3400,1,36
60000.0,12000,1,36
47000.0,6000,1,36
20000.0,5500,1,36
30000.0,9000,1,36
75000.0,6000,1,36
52000.0,10000,1,36
255000.0,35000,1,36
50000.0,13200,1,36
155000.0,9000,1,36
44700.0,17475,1,36
58000.0,14825,1,36
45000.0,13200,0,36
60000.0,10500,1,36
62004.0,11200,1,36
50000.0,7900,1,36
108000.0,20000,1,60
86000.0,15000,0,36
73000.0,10000,1,36
65000.0,10000,1,36
148000.0,15600,1,36
42400.0,18000,1,36
103000.0,20000,1,60
38000.0,9600,1,36
110000.0,21000,1,60
52000.0,10000,1,36
52000.0,15600,1,36
200000.0,24000,1,60
50000.0,12000,1,36
55000.0,6000,0,36
76000.0,11000,1,36
80000.0,24000,1,60
49000.0,4600,1,36
104000.0,28000,0,60
54000.0,15200,1,36
18000.0,3925,1,36
110004.0,10000,1,60
48000.0,15000,1,36
44000.0,7925,1,36
34000.0,11325,1,36
50000.0,22000,1,60
52800.0,4000,1,36
144000.0,12000,1,36
44000.0,11200,1,36
70000.0,16000,1,60
22000.0,2100,0,36
40000.0,7750,1,36
55000.0,8000,1,36
40000.0,6000,1,36
67000.0,16000,1,36
140000.0,21600,1,36
37000.0,8000,0,36
60000.0,15000,1,36
32000.0,2375,1,36
70000.0,13200,1,36
38850.0,12000,1,36
40000.0,5000,1,36
45000.0,5825,0,36
19000.0,4500,1,36
35400.0,12375,1,36
90000.0,7500,1,36
21500.0,8400,1,36
195000.0,14000,1,36
32000.0,2225,0,36
24900.0,6000,1,36
48000.0,10000,1,36
30000.0,9550,0,36
52000.0,18675,1,36
24000.0,8000,1,36
35000.0,12250,1,36
45000.0,8000,0,36
56000.0,10000,1,36
32000.0,10000,1,36
35700.0,10000,1,36
155000.0,35000,1,60
53000.0,7200,1,36
50000.0,20000,1,36
47600.0,10000,1,36
53000.0,7000,1,36
79455.0,21625,0,60
83000.0,5000,1,36
130000.0,35000,1,36
68000.0,4000,1,36
25190.0,5500,1,36
95000.0,12000,1,36
27000.0,2600,1,36
90996.0,24000,1,36
30000.0,7750,1,36
92000.0,18000,1,36
78000.0,20500,1,60
130000.0,25000,1,36
62000.0,12000,1,36
50000.0,8800,1,36
55820.0,10000,1,36
30000.0,3375,1,36
45000.0,19750,0,36
190000.0,33000,1,36
82000.0,35000,1,60
130000.0,14675,1,36
165000.0,12000,1,36
108000.0,25000,1,60
67000.0,15000,1,36
58000.0,15000,1,36
19200.0,2100,0,36
95000.0,6000,1,36
70000.0,9450,1,60
113004.0,15000,1,36
94000.0,14400,1,60
39000.0,15000,1,36
214000.0,35000,1,60
46000.0,5000,0,36
104000.0,8000,1,36
46800.0,15000,0,60
89000.0,15000,1,36
46000.0,11500,1,36
55000.0,17975,1,36
90000.0,14675,1,36
50000.0,20000,1,36
175000.0,35000,1,36
30000.0,2625,1,36
26000.0,7000,1,36
30000.0,6075,1,36
63000.0,9375,1,36
36835.0,9600,1,36
85000.0,35000,0,36
80000.0,11500,0,36
74000.0,30000,0,36
95000.0,15000,1,36
42424.54,16950,0,60
31704.0,8150,0,36
43000.0,10800,1,60
48000.0,18000,1,36
105000.0,20550,0,36
70000.0,25000,1,60
58000.0,6000,1,36
60000.0,18500,0,60
86000.0,3750,1,36
80000.0,11000,1,36
51000.0,8000,1,36
175000.0,13375,0,36
32400.0,11300,1,36
42500.0,3000,1,36
62000.0,15000,0,36
60000.0,12000,1,36
35000.0,6000,1,36
70000.0,13000,1,60
152000.0,20950,1,60
65000.0,7200,1,36
115000.0,35000,1,36
10500.0,1000,0,36
35000.0,15000,0,36
100000.0,10000,1,36
48000.0,20000,1,36
62000.0,8000,1,36
35000.0,10000,1,36
180000.0,22800,1,36
42000.0,5000,0,36
110000.0,12000,1,36
97000.0,7000,1,36
64800.0,14000,1,60
40512.0,12000,0,60
37500.0,10000,1,36
88000.0,7300,1,36
125000.0,35000,1,60
50000.0,24000,1,60
18000.0,4950,1,36
94000.0,18400,1,60
55000.0,9750,1,36
85540.0,3500,1,36
71000.0,3200,1,36
48000.0,6500,1,36
65000.0,29175,1,36
77000.0,25000,1,60
85000.0,15000,1,36
32000.0,7800,1,36
80000.0,25000,1,60
21000.0,5875,1,36
82000.0,20000,1,60
88000.0,22400,1,60
45708.0,13200,1,60
69339.8,26250,0,60
82500.0,15000,1,36
33120.0,8375,1,60
38000.0,8325,1,36
111500.0,24000,1,36
85000.0,25000,1,36
155000.0,25000,1,60
68000.0,30000,1,36
60000.0,10000,1,36
33000.0,11000,1,36
55000.0,7500,1,36
100000.0,16000,1,36
120000.0,18000,1,36
75000.0,6000,1,36
50000.0,2000,1,36
37000.0,12000,1,36
54000.0,7575,1,60
158000.0,23400,0,60
55000.0,16000,0,36
60000.0,20000,1,36
138000.0,5000,1,36
79000.0,24000,1,60
68000.0,9650,0,36
33600.0,10000,1,36
55000.0,5000,1,36
52000.0,22850,1,60
32880.0,11100,1,36
45000.0,16800,1,36
32000.0,5500,1,36
118000.0,23000,0,60
33000.0,5000,1,36
35000.0,6500,1,36
43000.0,10400,1,36
74004.0,10000,1,36
60000.0,18000,1,36
60000.0,12000,1,36
65000.0,16000,1,36
40000.0,12000,1,36
50000.0,10000,1,36
70000.0,4200,1,36
61000.0,7000,1,36
33000.0,5275,1,36
75000.0,3250,1,36
68000.0,21000,0,60
40000.0,3500,1,36
58974.0,14075,1,36
80000.0,24000,1,36
32000.0,9000,0,36
35000.0,5000,1,36
33600.0,12800,1,60
75000.0,6000,1,36
75000.0,17825,1,60
70000.0,20000,1,36
78500.0,25600,1,60
25000.0,8450,1,36
55000.0,5000,0,36
66000.0,23275,1,36
77000.0,12500,1,36
25200.0,4000,1,36
53000.0,7500,1,36
250000.0,10000,0,36
77000.0,13200,1,36
35500.0,12175,0,36
50000.0,3600,1,36
60000.0,10000,1,36
62000.0,14000,1,36
125000.0,10000,1,36
175000.0,30000,1,36
71420.0,18500,1,36
79700.0,25000,1,36
115000.0,10000,1,36
36000.0,7000,1,36
131000.0,35000,1,60
55000.0,10000,1,36
100000.0,19075,0,60
100000.0,15000,1,36
140000.0,15000,1,36
130000.0,9600,1,36
45000.0,10000,1,36
38000.0,7000,1,36
66000.0,16800,1,36
45000.0,18000,1,36
76000.0,3000,1,36
100000.0,16000,1,36
75000.0,23000,1,36
135000.0,6800,1,36
38000.0,11400,0,36
72000.0,17600,1,60
54000.0,10000,1,36
55000.0,18000,0,36
50000.0,19200,1,36
60000.0,6000,1,36
36000.0,10000,1,36
65500.0,8800,1,36
54996.0,5000,1,36
53000.0,20700,1,60
90000.0,15275,1,36
75000.0,14000,1,36
45000.0,10125,1,36
41000.0,10000,1,36
56000.0,2400,1,36
18000.0,4750,1,36
46500.0,3000,1,36
42000.0,4950,1,36
50000.0,15225,1,60
39750.0,1425,1,36
35000.0,11500,1,36
97700.0,25000,1,36
110000.0,10000,1,36
30000.0,12000,1,36
130000.0,4000,1,36
38000.0,12000,1,36
165000.0,20000,1,36
90000.0,9600,1,36
48000.0,15000,1,36
52000.0,7200,1,36
84000.0,6600,1,36
50000.0,9250,0,36
41844.0,10000,1,36
78000.0,32000,0,60
75000.0,20000,1,36
52200.0,12400,0,36
54184.0,10000,1,36
62000.0,22750,1,60
76800.0,6400,1,36
32000.0,7500,1,36
103000.0,3000,1,36
20400.0,3500,1,36
36000.0,12000,0,36
150000.0,8500,1,36
65000.0,24000,1,60
80000.0,20000,0,60
95000.0,12000,1,36
47460.0,18550,1,60
115000.0,10000,1,36
82000.0,8000,1,36
58000.0,8000,1,36
56163.0,18000,1,60
59000.0,24000,0,60
75000.0,5375,1,36
40000.0,12000,1,36
36000.0,5600,1,36
95000.0,31050,1,36
50000.0,4200,1,36
64885.0,4000,1,36
57000.0,15000,1,36
76000.0,20000,0,60
55560.0,1450,1,36
225000.0,20000,1,36
72800.0,25725,1,60
56868.0,7200,1,60
50000.0,4800,1,36
57000.0,10000,1,36
97000.0,7000,1,36
40000.0,9900,1,36
34000.0,7200,1,36
47000.0,10000,0,36
115000.0,19000,1,36
39000.0,10000,1,60
52000.0,7775,1,36
80000.0,35000,1,36
75000.0,10000,1,36
30000.0,5000,1,36
306000.0,35000,1,36
105000.0,11500,1,36
50000.0,6400,1,36
65000.0,10000,0,36
145000.0,18000,1,60
40000.0,6000,1,36
30000.0,8400,0,36
85000.0,24000,1,60
97000.0,35000,1,60
18000.0,4950,0,36
125000.0,10000,1,36
53000.0,10000,1,36
54000.0,4000,1,36
42000.0,3000,1,36
33000.0,8000,0,36
160000.0,15000,1,36
102045.22,3000,1,36
62000.0,10000,1,36
350000.0,30000,1,36
50000.0,12000,0,36
98200.0,8000,0,36
60000.0,7000,1,36
26000.0,6500,1,36
330000.0,10000,1,36
45000.0,15800,1,36
50000.0,20000,1,36
100000.0,18000,1,36
78000.0,6000,1,36
40000.0,6000,1,36
47000.0,18000,0,60
95000.0,17800,0,60
40000.0,8800,1,36
40000.0,9600,1,36
58000.0,25000,1,36
34500.0,10000,1,36
42900.0,10000,1,36
70000.0,18000,1,36
42504.0,18725,1,60
50000.0,12500,1,60
105000.0,10500,1,36
58200.0,15000,1,60
42000.0,7675,0,36
87805.0,13450,1,36
165000.0,35000,0,60
105000.0,10000,1,36
101000.0,8000,1,36
150000.0,24000,1,36
82000.0,13000,1,36
140900.0,10000,1,36
100000.0,17000,1,36
28000.0,7500,1,36
22000.0,6075,1,36
65000.0,22500,1,36
52000.0,9800,1,36
37260.0,16800,1,60
85000.0,18000,1,36
46100.0,19300,1,60
95000.0,3000,1,36
54000.0,22675,1,60
38500.0,8800,1,36
70000.0,16000,1,36
30000.0,8800,1,36
22000.0,6000,1,36
68200.0,18725,0,60
103000.0,15000,1,36
85000.0,12000,1,36
62000.0,27575,1,60
65000.0,9000,1,36
21360.0,6000,1,36
56056.0,20600,0,60
86000.0,20000,1,36
132000.0,25600,0,60
80000.0,9450,0,60
112000.0,20000,1,36
96000.0,17000,1,36
72500.0,9000,1,36
35000.0,12875,1,36
53500.0,10000,1,36
82404.0,14400,1,36
108000.0,24000,1,36
96000.0,10000,0,36
70000.0,12000,1,36
60000.0,16800,1,36
90000.0,7000,1,36
37000.0,16450,1,60
70000.0,8500,1,36
93000.0,12000,1,60
31000.0,10625,1,36
88000.0,7500,1,36
70000.0,6000,1,36
80000.0,7500,1,36
32000.0,10625,1,36
25000.0,11475,0,36
65300.0,18350,1,60
25000.0,3500,1,36
115000.0,18000,0,36
144500.0,18000,1,36
23000.0,5000,0,36
30000.0,8500,1,36
60000.0,18000,1,60
54072.0,7000,1,36
80000.0,21200,0,60
45000.0,12000,1,36
65000.0,24000,1,36
50000.0,11325,1,60
56952.0,16025,1,36
46376.98,15775,1,36
80000.0,8000,1,36
72000.0,12000,1,36
70000.0,15850,1,36
28500.0,11100,1,36
45000.0,6400,1,36
25000.0,10750,1,36
81000.0,24000,1,60
63000.0,19425,1,36
100000.0,2000,1,36
40000.0,18000,1,36
65000.0,16800,1,60
48500.0,2500,1,36
75000.0,15000,1,36
80000.0,21600,1,60
55300.0,24875,1,36
74500.0,20000,1,60
250000.0,4200,1,36
43000.0,6400,1,36
43000.0,8500,0,36
65000.0,10000,1,36
55000.0,21925,1,60
94000.0,7000,1,36
90400.0,20000,1,60
40000.0,10000,1,36
78000.0,22400,1,36
75000.0,34475,0,60
93000.0,14000,1,36
142000.0,15000,1,36
81000.0,16800,1,60
105000.0,18000,1,36
55000.0,3275,1,36
50000.0,15600,1,36
34000.0,14125,1,60
89000.0,7200,1,36
32500.0,3000,1,36
100000.0,13200,1,36
42240.0,12000,1,36
200000.0,12000,1,36
35000.0,5000,1,36
72000.0,17000,1,60
44000.0,4100,1,36
104000.0,13200,1,36
150000.0,16800,0,60
37000.0,8000,1,36
83160.0,13000,1,36
50000.0,10500,1,36
51744.0,16000,0,60
72000.0,9000,1,36
55000.0,16800,1,36
37000.0,4075,0,36
72000.0,19000,0,36
40102.0,4000,1,36
50000.0,8000,1,36
56200.0,24925,1,36
55560.0,16250,1,60
17000.0,5000,1,36
48000.0,8800,1,36
49689.0,22000,0,60
43200.0,13500,1,60
35000.0,10225,1,36
60000.0,12000,1,36
70000.0,14000,1,36
85000.0,20000,1,36
55515.0,10800,1,60
75000.0,7000,1,36
80000.0,10000,1,36
48000.0,19150,1,60
85200.0,10000,1,60
90000.0,6000,1,36
70000.0,9600,1,36
140000.0,21000,0,60
34000.0,4000,1,36
37200.0,3000,1,36
40000.0,14325,0,60
76700.0,12000,1,36
250000.0,12000,1,36
74500.0,29000,1,36
40104.0,11000,1,36
40000.0,6050,0,36
32000.0,8200,0,36
64000.0,4900,1,36
28000.0,12250,0,36
53400.0,10000,1,36
78000.0,3000,1,36
55000.0,7500,1,36
32000.0,9450,0,36
32340.0,7000,1,36
114000.0,18000,1,60
87000.0,9000,1,36
80000.0,12000,1,60
20400.0,2800,1,60
100000.0,32350,1,36
122000.0,6000,1,36
121000.0,16000,1,36
60000.0,26500,1,36
80000.0,8400,1,36
60000.0,6000,1,36
40000.0,7500,1,36
30000.0,7275,1,36
73163.68,25000,1,36
50000.0,17975,0,60
52000.0,9000,1,36
53000.0,3625,1,36
52650.0,9200,1,36
140000.0,22400,1,36
31000.0,3775,1,36
97936.0,26000,1,36
72000.0,21500,1,60
111000.0,15000,1,36
31200.0,10000,1,36
50000.0,4000,1,36
150000.0,8125,1,36
132000.0,6000,1,36
55000.0,7000,1,36
77000.0,23000,1,36
90000.0,8000,1,36
53000.0,10000,1,36
69850.0,10000,1,36
67000.0,4000,1,36
70000.0,12000,1,36
41000.0,6000,1,36
48000.0,21600,1,60
80000.0,10200,1,60
175000.0,15000,1,36
108000.0,5900,1,36
35000.0,5000,1,36
65000.0,19000,1,36
124000.0,35000,1,36
65000.0,15000,1,36
35000.0,12250,1,36
43000.0,6600,1,36
90000.0,10000,1,36
105000.0,22500,1,60
33664.44,7050,0,60
30000.0,9250,1,60
58000.0,15000,1,36
78400.0,18000,1,36
130000.0,20000,1,36
45000.0,10000,1,36
66000.0,17375,1,60
103001.0,26000,1,60
87500.0,15000,1,36
95000.0,8000,1,36
50000.04,5500,1,36
160000.0,18000,1,36
57840.0,9000,1,36
85000.0,29700,0,60
60000.0,9975,1,36
60000.0,18000,1,36
98400.0,24000,1,60
41000.0,13975,0,60
97525.0,22000,0,36
45000.0,14650,0,36
75000.0,17500,0,36
85000.0,13500,1,60
44600.0,9000,1,36
40000.0,10000,1,36
30000.0,6000,1,60
62000.0,2400,1,36
85000.0,28000,1,36
130000.0,7500,1,36
146500.0,10000,0,36
46250.0,18000,1,36
29000.0,2000,1,36
46000.0,12000,1,36
72000.0,18000,1,36
21000.0,5550,1,36
35000.0,4850,1,36
83000.0,16000,1,36
95000.0,6000,1,36
110000.0,12000,1,60
35000.0,9750,1,36
60000.0,6000,1,36
53000.0,15000,1,36
73000.0,17000,1,36
36000.0,8575,0,36
210000.0,23950,1,36
60000.0,12000,1,36
80000.0,7250,1,36
112000.0,23500,1,60
26400.0,4000,1,36
15480.0,2650,1,36
92000.0,10000,1,36
100000.0,16800,1,60
55000.0,10000,1,36
90000.0,20000,1,36
64500.0,9000,1,36
83500.0,20000,1,36
40000.0,5000,0,36
63624.0,12000,1,36
31200.0,1000,1,36
51996.0,8500,1,36
70000.0,24000,1,36
75000.0,21600,1,60
65000.0,24000,0,36
68500.0,2000,1,36
33000.0,14775,1,60
